n,n_missing,method,confidence,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_prob_init
19,1,armin,0.15,True,False,3.0340595255220237,0.665170949333166,0.029466867446899414,0.3541239742523511,1.0,0.029403938026964838
19,1,armin,0.16,True,False,3.0614108992623184,0.6711673179222983,0.028441905975341797,0.35744799235767166,1.0,0.029403938026964838
19,1,armin,0.17,True,False,3.1978319577624195,0.701075539639186,0.03511500358581543,0.37426924363186187,1.0,0.029403938026964838
19,1,armin,0.18,True,False,3.252259951489177,0.7130080412770032,0.036180973052978516,0.3810864201137951,1.0,0.029403938026964838
19,1,armin,0.19,True,False,3.2795420209320767,0.7189892159634111,0.033967018127441406,0.3845128529826066,1.0,0.029403938026964838
19,1,armin,0.2,True,False,3.3069280607585885,0.7249931845594928,0.035550832748413086,0.3879507825461781,1.0,0.029403938026964838
19,1,armin,0.21,True,False,3.4180781700716625,0.749361138816271,0.03843212127685547,0.40181129552377925,1.0,0.029403938026964838
19,1,armin,0.22,True,False,3.4462948500828534,0.7555472125146255,0.03293013572692871,0.40530204237120204,1.0,0.029403938026964838
19,1,armin,0.24,True,False,3.4746553469895156,0.7617648158583566,0.03423500061035156,0.40880239040613087,1.0,0.029403938026964838
19,1,armin,0.26,True,False,3.5031413886730123,0.7680099429661037,0.02942490577697754,0.4123120096974455,1.0,0.029403938026964838
19,1,armin,0.27,True,False,3.53174631689605,0.7742811341216072,0.03681302070617676,0.41583056660905526,1.0,0.029403938026964838
19,1,armin,0.28,True,False,3.560483312626417,0.7805812790496018,0.0351870059967041,0.41935772391906934,1.0,0.029403938026964838
19,1,armin,0.29,True,False,3.5893899228935533,0.7869186093595887,0.03427886962890625,0.4228931409419683,1.0,0.029403938026964838
19,1,armin,0.31,True,False,3.8036388149785387,0.8338893881933457,0.03632402420043945,0.44784304618153903,1.0,0.029403938026964838
19,1,armin,0.32,True,False,3.8372685483693316,0.8412621907033841,0.03207111358642578,0.4514319031326558,1.0,0.029403938026964838
19,1,armin,0.33,True,False,3.9082218539822473,0.8568176131517125,0.034323930740356445,0.45862442664443626,1.0,0.029403938026964838
19,1,armin,0.34,True,False,4.073437799910597,0.8930386716621675,0.0356450080871582,0.473058342802644,1.0,0.029403938026964838
19,1,armin,0.36,True,False,4.1223651799784635,0.9037652482419491,0.03555488586425781,0.47667482308170195,1.0,0.029403938026964838
19,1,armin,0.37,True,False,4.23306481686925,0.928034443339172,0.033370018005371094,0.48391474776903853,1.0,0.029403938026964838
19,1,armin,0.38,True,False,4.295077777743234,0.9416298325227153,0.036628007888793945,0.4875374344180967,1.0,0.029403938026964838
19,1,armin,0.4,True,False,4.360758697405982,0.9560293653326817,0.03205513954162598,0.4911614308094895,1.0,0.029403938026964838
19,1,armin,0.41,True,False,4.428591549707483,0.970900676321085,0.03228306770324707,0.49478635636949764,1.0,0.029403938026964838
19,1,armin,0.42,True,False,4.496341006793282,0.9857537041893546,0.03336596488952637,0.49841183013377244,1.0,0.029403938026964838
19,1,armin,0.44,True,True,4.816166973776592,1.0558706350834786,0.030501842498779297,0.5098661890909728,0.6666666666666666,0.029403938026964838
19,1,armin,0.45,True,True,4.975544951816609,1.090811808802685,0.03040480613708496,0.5140680861764291,0.6666666666666666,0.029403938026964838
19,1,armin,0.48,True,True,5.05792315165653,1.1088719638296203,0.03183603286743164,0.5158025542847335,0.6666666666666666,0.029403938026964838
19,1,armin,0.49,True,True,5.099941476948711,1.1180838362694603,0.03138613700866699,0.5182679955461309,0.6666666666666666,0.029403938026964838
19,1,armin,0.5,True,True,5.895421623338114,1.2924806401879614,0.04638195037841797,0.5276725671122046,0.5,0.029403938026964838
19,1,armin,0.51,True,True,9.09742349659417,1.9944703697513098,0.04773712158203125,0.530770316012974,0.5,0.029403938026964838
19,1,armin,0.52,True,True,12.866676955611817,2.820821296792108,0.056980133056640625,0.5415922300752953,0.5,0.029403938026964838
19,1,armin,0.53,True,True,13.234317665169149,2.9014208755850435,0.06579279899597168,0.5477592678190366,0.5,0.029403938026964838
19,1,armin,0.55,True,True,13.40359670454775,2.938532704927382,0.05442690849304199,0.5508374160001377,0.5,0.029403938026964838
19,1,armin,0.57,True,True,13.432274068075952,2.9448197764109727,0.05011606216430664,0.5513500688394248,0.5,0.029403938026964838
19,1,armin,0.58,True,True,13.4913814417415,2.957778160227434,0.05023503303527832,0.5523750461786479,0.5,0.029403938026964838
19,1,armin,0.59,True,True,13.522004939909406,2.964491891839124,0.05552196502685547,0.5528873685488799,0.5,0.029403938026964838
